-30	30	50	50
-15	30	50	100
0	30	50	150
15	30	50	200
30	30	50	250
-30	15	75	75
-15	15	75	120
0	15	75	165
15	15	75	210
30	15	75	255
-30	0	100	100
-15	0	100	140
0	0	100	180
15	0	100	220
30	0	100	260
-30	-15	125	125
-15	-15	125	160
0	-15	125	195
15	-15	125	230
30	-15	125	265
-30	-30	150	150
-15	-30	150	180
0	-30	150	210
15	-30	150	240
30	-30	150	270
